author,published_at,like_count,text,public,video_id
@ErsaErsaraka-h2c,2026-03-27T05:57:08Z,0,MBG itu untuk dampak ekonomi supaya perputaran apbn nya sampai ke masyarakat kalangan menengah - bawah dan terasa ke pasar pasar yang ada di sekitar dapur MBG programnya bagus kok kak baik buruknya semua pemimpin indonesia semua tujuannya melindungi bangsa indonesia kesalahan hanya terdapat di oknum yang tidak bertanggung jawab jadi mari jangan pecah belah bangsa sendiri yuk dukung program pemerintah dan kritik sewajarnya bila punya pola pemikiran yang berbeda indonesia adalah kita dan untuk kita,True,lmcwEO9Lqe8
@RudiAkbar-t9q,2026-03-27T05:45:38Z,0,"anak saya badannya kecil bukan karna kurang makan tapi susah makan, udah dikasi makan enak tetp aja males makan.
apalgi dikasi MBG malah di buang wong masakan dari orang tuanya aja gak dimakan",True,lmcwEO9Lqe8
@yacobchristiankurniadi9840,2026-03-27T05:43:52Z,0,CAIR CAIR CAIR,True,lmcwEO9Lqe8
@rebirth99661,2026-03-27T05:29:29Z,0,"MBG itu jalur korupsi dan nepotism secara legal..
Bagi2 jatah... Ormas2, kroni2 pendukung, semua dibagi2 jatah.. 
Itu alesan MBG tidak akan dihentikan.. Tolong Berenti pake alesan demi anak2.. 
Krn di perkotaan banyak anak2 ga butuh. Kl daerah terpencil wajar.. 
Dan kl emg buat perekonomian lancar.. Yauda dibagi2 aj jatah ke pengusaha kecil warteg dll.. Modal lbh kecil jd bisa kandungan MBG nya lbh banyak dan bergizi.. 

Mau alesan ga trjamin kebersihan nya?.. Lhaa skrg aj banyak kasus.. 
6 jt sehari is real.. Jd apa MBG emg buat anak2.. Atau emg buat proyek Bagi2 jatah!??",True,lmcwEO9Lqe8
@jusinfinitijutawanherbs9864,2026-03-27T05:15:18Z,0,Malaysia sudah lama buat makan gratis dari tahun 70 an sehingga sekarang cuma kepada pelajar miskin jika kaya beli sendiri dan indonesia kenapa pelajar kaya pun makan jugak,True,lmcwEO9Lqe8
@heroofthehood,2026-03-27T05:15:04Z,0,"Nda ngaruh ke ekonomi, malah jdi ladang baru untuk membajak anggaran😂",True,lmcwEO9Lqe8
@CahyaSaputra-c7t,2026-03-27T05:10:00Z,0,"mbg diuangkan lebih irit 1m aja 3jt  
/ Orang per blm ekonomi masyarakat lebih maju",True,lmcwEO9Lqe8
@Parmi-bc5iu,2026-03-27T05:03:18Z,0,Bagus jika tak mau MBG perang dunia 3 tanam saja sendiri,True,lmcwEO9Lqe8
@zultetew9585,2026-03-27T05:02:05Z,0,"mbg program penghancur negara,",True,lmcwEO9Lqe8
@RiswanBaryan,2026-03-27T04:57:21Z,0,"asli bebam negara ,, MBG tempatnya tikus ,, mulai tikus kecil sampai tikus besar semua tikus lengkap di MBG",True,lmcwEO9Lqe8
@FaizaSofyan-e8m,2026-03-27T04:54:04Z,0,"Disekolah anak ku mbg pada dibuang krn gak enak lagian takut beracun,",True,lmcwEO9Lqe8
@MidoriOtoko,2026-03-27T04:52:36Z,0,Penggerak Roda korupsi kali ya lebih Tepatnya. 😂,True,lmcwEO9Lqe8
@mawar7957,2026-03-27T04:47:01Z,0,"Mnding subsidi krl ato mrt, jelas2 uang pajak pekerja yg dipake",True,lmcwEO9Lqe8
@galangngr,2026-03-27T04:34:57Z,0,"sebenarnya tugas ngasih makan siswa itu tugas orang tua, tapi banyak orang tua di indonesia yang tidak berkecukupan sehingga banyak stunting yang diakibatkan tidak terpenuhi nya gizi anaknya, peran negara harus nya menyediakan lapangan pekerjaan dan gaji yang layak, sehingga anak anak di Indonesia tidak mengalami stunting dan basic pangan bisa dicukupi dengan layak, andai dana MBG buat bikin lapangan pekerjaan yang banyak",True,lmcwEO9Lqe8
@Domikadomikadoeska,2026-03-27T04:33:16Z,0,"STUNTING itu hanya alasan kosong, target utama pemerintah adalah pemenangan pemilu 2029 dengan mengerahkan MBG sebagai mesin. Ekonomi partai dan simpatisan bahkan tentara, karena banyak SPPG diduga berafiliasi dengan kelompok2 tertentu!!!",True,lmcwEO9Lqe8
@sriwulandari5596,2026-03-27T04:28:20Z,0,"penyediaan makanan bergizi memang program yg sangat bagus (saya tdk sebutkan gratis, karena itu semua TIDAK GRATIS). tp saat ini Indonesia msh punya PR yg jauh lebih prioritas drpd pemenuhan 1/3 gizi harian anak. jika tujuannya utk mencegah stunting, program seharusnya menyasar ibu hamil dan balita. jika bertujuan utk memberi gizi pd anak2 dibawah garis kemiskinan, program seharusnya menyasar anak2 dr keluarga kurang mampu. penyediaan makan bergizi cuma 1x per hari, 2xnya tetap orang tua yg menyediakan, dimana harga bahan dipasaran jd mengalami lonjakan yg cukup drastis krn program ini.

drpd digunakan utk penyediaan makanan, anggaran bs dialokasikan utk moderenisasi sektor pertanian, peternakan. anggaran bs digunakan utk kelayakan gaji guru. anggaran bs digunakan utk perbaikan dan pengadaan infrastruktur. anggaran bs digunakan utk menggratiskan dan benar-benar 0 biaya utk sekolah, sprti pengadaan seragam, sepatu, alat tulis, buku penunjang, dan lain sebagainya.

jika sektor pertanian, peternakan, dan infrastruktur diperbaiki dan ditingkatkan, sangat bs dipastikan bs menekan harga kebutuhan pangan. sebenarnya masyarakat indonesia itu bukan tdk tahu bahwa gizi itu hal yg sangat penting, mereka tahu dan sangat tahu (termasuk saya). tp keterbatasan utk mencapai gizi itulah yg harus dicari solusinya. bagi saya solusinya bukan dgn memberi 1x makan bergizi, tp seharusnya meningkatkan pendapatan perkapita dan memperbaiki infrastruktur utk pencapaian gizi tsb agar lebih terjangkau bagi masyarakat",True,lmcwEO9Lqe8
@AsepSopyan-d3v,2026-03-27T04:25:05Z,0,"Kenapa hatimu begitukeras pak dg mempertahankan MBG program yg banyak mudorotnya banyak di korupsinya ,ya Allah lembutkan lah hati presiden dan buka kan matanya apa yg terjadi dg program MBG yg bpk bsnggakan",True,lmcwEO9Lqe8
@m.al5331,2026-03-27T04:19:33Z,0,"Ibarat Orangtua yg kehidupan ekonominya pas pasan, kemudian minjem uang ke bank buat ngasih makan anaknya, sedangkan anaknya blm bisa bekerja utk menghasilkan uang, kira2 orangtua tsb bisa balikin uang ke bank atau tidak?",True,lmcwEO9Lqe8
@IdjaPamungkas,2026-03-27T04:10:20Z,0,"Yang dirasakan Rakyat, MGB ga dirasa manfaatnya buat anak, keluarga juga mampu kalo hanya buat beliin jeruk, susu kotak segede upil, makanan yg lebih enak dimasak Mamah.
Yg dirasakan adalah: Harga sembako makin melejit, ga pernah turun sejak adanya nih program.
Kalo mau, salurkan langsung saja ke yg membutuhkan.",True,lmcwEO9Lqe8
@yosefsirenden8089,2026-03-27T04:08:06Z,0,"Jelas program ini tdk akan dihentikan krn utk elektabikitas di Pilpres berikutnya. Beliau ini tdk punya konsep yg jelas negara dan rakyat ini mau dibawa kemana 5 thn kedepan. Maaf mngkn dipikiran beliau cita2 masa kecilnya sdh tercapai..jd presiden hanya utk gagah2an. Pdhl tanggung jwbnya besar. MBG, DANANTARA, K9PERASI MERAH PUTIH adalah ide org lain yg dia terapkan",True,lmcwEO9Lqe8
@revalrivaldi2740,2026-03-27T04:03:11Z,0,Aku gak mempermasalahkan mbg malahan bagus cuma pengelolanya kurang ajar programnya masih cacat dan banyak terjadinya korupsi,True,lmcwEO9Lqe8
@Nasimin-ee9md,2026-03-27T03:52:51Z,0,Bukan donatur jangan mengatur,True,lmcwEO9Lqe8
@rindosulistyo8284,2026-03-27T03:50:35Z,0,"Bahas juga perputaran uang, modal,setoran, target resiko,manfaat dari koperasi merah putih 🙏",True,lmcwEO9Lqe8
@PAIN-_-ID-u7h,2026-03-27T03:44:27Z,1,Prabowo ingin mensejahterakan para penjilatnya bukan rakyat jelata 😅,True,lmcwEO9Lqe8
@bb3nq1,2026-03-27T03:40:15Z,0,Buat rakyat donk..masa buat si Gemoy?? (sambil berkhayal),True,lmcwEO9Lqe8
@ashadirahmat2278,2026-03-27T03:37:51Z,0,"MBG program produk gagal,..d awal launching penuh tanda tanya...proses yg sedang berjalan banyak temuan masalah,...akhir evaluasi program..kita tunggu..?  Hampir dipastikan.. hasil nya ZONK...ini analisis orang awam😢",True,lmcwEO9Lqe8
@Suspriyanto-sq2ce,2026-03-27T03:35:55Z,0,Semua demi janji kampanyeee,True,lmcwEO9Lqe8
@el-danihasbiarta1200,2026-03-27T03:32:44Z,1,"EMBEEGEE, EMBEEGEEE",True,lmcwEO9Lqe8
@dedijunaedi5314,2026-03-27T03:26:19Z,0,"Ane lebih setuju kalo mbg diberikan untuk sekolah atau daerah yg rawan stunting seperti di papua dan lain lain karena kalo untuk di daerah yg tidak membutuhkan makanan sering kali tersisa dan malah banyak dibuang dan anggaran nya lebih baik dialihkan untuk pelatihan pertanian, peternakan,tehnik mesin dll.jadi pemerintah investasi di setiap desa dengan memberikan bantuan mesin tehnologi tinggi dan gratis di akses oleh masyarakat jadi SDM di indo maju dan juga buatkan daur ulang sampah di setiap desa terus juga bantu masyarakat yg kesusaha n dg memberikan pelatihan kerja biar mental miskin mereka berkurang dari pada dikasih uang,sebenarnya masih banyak program lain yg sangat bagus",True,lmcwEO9Lqe8
@masturprd273,2026-03-27T03:24:39Z,0,"Proyek koruptif bagi-bagi anggaran sekedar bisa menghabiskan uang APBN berkedok program,alias MALING BERKEDOK GIZI.
Kalau MBG mau berjalan silakan di daerah² terluar,daerah pelosok & daerah tertinggal, bukan di daerah yang sudah relatif maju dalam berbgai hal.
Dasar WOWO & Pejabat MBG keblinger alias BOTOL & tidak punya malu.",True,lmcwEO9Lqe8
@rasyidrhido6472,2026-03-27T03:23:03Z,0,"Narasi menyesatkan,sok menjelaskan,ujung2nya menyudutkan pemerintah",True,lmcwEO9Lqe8
@afifibaidlowi5978,2026-03-27T03:21:55Z,0,Saya hanya setuju MBG diterapkan di daerah kabupaten tertinggal seperti di Papua dan Indonesia Timur lain,True,lmcwEO9Lqe8
@PSI-w5q,2026-03-27T03:15:51Z,0,Seharusnya dapat menjadi Investasi Pemerintah yang Berkelanjutan dengan konsep sinergi KDMP dan MBG sebagai bisnis utama yang dikelola seluruhnya oleh Desa sehingga membentuk kemandirian fiskal dan ketahanan pangan di Desa.,True,lmcwEO9Lqe8
@AbdillahfathDarmawangsa,2026-03-27T03:15:09Z,0,Bagaimana kalau mbh diperuntukkan untuk anak usia paud sampai SD saja? Karena di usia merekakan makanan sangat menentukan gizi mereka untuk tumbuh di jenjang berikutnya. Selanjutnya setelah masuk usia SMP -Sma/smk baru di pokus kan pada pendidikan utamanya dari anggaran yang diperlukan baik bagi gaji guru dan pemenuhan fasilitas lain yang mampu menunjang pendidikan di usia tersebut???,True,lmcwEO9Lqe8
@warsito3674,2026-03-27T03:13:29Z,0,"Rakyat yg punya nalar waras bingung lihat cara pimpin Prabowo amburadul program nya sangat meng khawatirkan APBN jebol apa tidak tapi di ingatkan malah di anggap benci, biarin saja nanti sudah jebol baru ngrasa, yg sangat di nanti rakyat lapangan kerja bukan mbg dan kopdes",True,lmcwEO9Lqe8
@sandyekaasmoro1745,2026-03-27T03:05:18Z,0,"Beban APBN banyak kebocoran soal korupsi entah dari bahan baku sampe alat dapur di mark up  (yg saya tau dari pedagang di pasar ada aja yg minta nota kosong , dari sisi SDM juga masih banyak yg ga tau soal food hygine, kontaminasi silang antara bahan. Pas parahnya lagi ada kasus murid cepu soal mbg ga layak besoknya ga di kasih lagi 🤦.",True,lmcwEO9Lqe8
@cintabangsa8970,2026-03-27T03:04:00Z,0,Utk prabowo 2029.,True,lmcwEO9Lqe8
@ykzira2199,2026-03-27T03:02:46Z,0,"Dari masih beroperasi saat libur sekolah dan puasa, sampai sekolah elite ikut dapet MBG, itu aja udah aneh dan ga hemat anggaran. Gimana rakyat mau mikir positif ke program ini coba",True,lmcwEO9Lqe8
@agustinussibarani6588,2026-03-27T06:05:17Z,0,"Saat ditanya kenapa baginya  pukul rata: ""Biarin, biar semua makan enak""
Saat ditanya kenapa  kenapa kabinet gemuk: Ndazzmu

Sekilas info dari Republik
 Konoha.",True,lmcwEO9Lqe8
@ariffirmansyah2751,2026-03-27T02:51:47Z,0,Dharma parekun benar wowo memiskinkan rakyat biar nurut... Kdmp dan mbg progam durjana,True,lmcwEO9Lqe8
@PujlenkOioi,2026-03-27T02:50:58Z,0,Disini dapur dikuasai sama dpr,True,lmcwEO9Lqe8
@nikeshoes-w8x,2026-03-27T02:41:45Z,0,memding buat beli cctv dipasang di kelas2. jadi tahu kualitas guru dan kualitas murid. jadi tahu anak kita di kelas dengerin guru atau malah nantangin guru😅😅,True,lmcwEO9Lqe8
@Nendie-ky8tg,2026-03-27T02:33:36Z,0,Bill Gates BOP vendor my skrip,True,lmcwEO9Lqe8
@zainalarief20,2026-03-27T02:25:33Z,0,Program bodoh yg dipaksakan,True,lmcwEO9Lqe8
@badrunAzis,2026-03-27T02:20:29Z,0,"Inilah program MBG yg selalu menjadi problema

Niat mau bikin program unggulan pemerintah 
tp karena kajiannya ga matang dan sangat instan 
yg ada bukannya manfaat 
tp malah mudarat 

yg lebih konyol lg program ini tetep dipaksakan untuk tetap jalan",True,lmcwEO9Lqe8
@jaminprasojo2464,2026-03-27T02:11:11Z,0,Jangan ngomong puluhan Triliun.itu ratusan Triliun,True,lmcwEO9Lqe8
@Aito4u,2026-03-27T02:01:22Z,0,Kenapa sih pemerintah nggk bisa nganalisis kyk gini? Yg dipikirin cuan buat diri sendiri mulu.,True,lmcwEO9Lqe8
@TrihartonoTono-d3r,2026-03-27T01:58:48Z,0,"Yo ,,,jelas ngotot , karena itu untuk mendongkrak pemilu,2029, biar pada milih ,Sik Wowo,,,, saya ingatkan ya , sodara , jangan pilih Wowo,",True,lmcwEO9Lqe8
@egyand1234,2026-03-27T01:58:39Z,0,"MBG hanya mnjadi bajakan sebuah proyek utk timses Wowo, gak ada manfaat buat penerimanya ..yg ada justru memakan korban anak didik",True,lmcwEO9Lqe8
@sigitdwicahyono6744,2026-03-27T01:57:34Z,0,Program MBG itu program balas budi....coba runtut pengelolanya siapa2 orangnya......😅😂,True,lmcwEO9Lqe8
@VersionAI124,2026-03-27T01:50:41Z,0,"Emang  presiden gemoy itu gatau gimana jalan pikir nya 

Note: gua saking muak nya emosi. Ingin sekali berkata kasar!!",True,lmcwEO9Lqe8
@andilhasan4187,2026-03-27T01:50:41Z,0,"Kasi yg berpeluang stunting aja,bukan ngasi makan anak anak kluarga yg mampu,gimana cara kerja otakny???,itu proyek kontraktor😅",True,lmcwEO9Lqe8
@andilhasan4187,2026-03-27T01:49:01Z,0,"MBG ditutup aja. Gk guna, mending fokuskan ke pada anak anak kluarga miskin 😅😅😅",True,lmcwEO9Lqe8
@RickyVidian,2026-03-27T01:44:50Z,0,"Dari logika paling dasar saya ketika pilpres sudah menunjukkan keanehan.

Kita ini negara berkembang butuhnya pendidikan yang berkualitas biar naik kelas ke negara maju melalui penguatan SDM dan sektor industri manufaktur serta industri kreatif lainnya, biar ga cuma bergantung pada SDA yang suatu saat nanti habis.

Lha kok programnya cuma urusan perut yang notabene biasanya jadi program negara miskin yang sarat akan kekurangan pangan dll. 

So dari awal udah jelas paslon 02 melenceng dari yang katanya Indonesia Cemas 2045. 

Dari satu point ini aja udah ancur eh masih aja menang.

Berarti bener 58% penduduk Indonesia masih dalam kategori goblok ga ketolongan",True,lmcwEO9Lqe8
@agustinussibarani6588,2026-03-27T06:09:59Z,0,"Pas debat capres aja udah aneh, paslon lain pemaparan visi misi yang disiapkan dengan serius, dia kayak gak ada konsep cuma joget2 terus jawab: "" Kita tunggu saja hari pemilihan, rakyat yang menentukan"". Eh menang 😂. Bukti mayoritas rakyat Konoha lebih suka lihat hiburan daripada membandingkan visi misi calon pemimpinnya.",True,lmcwEO9Lqe8
@rakibarliana4958,2026-03-27T01:41:12Z,0,MBG... MERAMPOK BERSAMA GENGsolo.,True,lmcwEO9Lqe8
@novendraputu,2026-03-27T01:37:49Z,0,Program cacat dari pemimpin cacat,True,lmcwEO9Lqe8
@irlumumbasiahaan6032,2026-03-27T01:35:04Z,0,"Pak Ptesiden, info program MBG tolong disurvey kelayakannya...dari info sepertinya program ini ditolak masyarakat...jadi bisa dipastikan harus ditinjau kembali.",True,lmcwEO9Lqe8
@inneb_widjaya8717,2026-03-27T01:32:31Z,0,Program ngawur gak ngotak,True,lmcwEO9Lqe8
@sinarjy,2026-03-27T01:31:40Z,0,"Puluan rb keracunan ada yg mati, msh sj terus, ini otak isi tai beneran, ratusan t jd tai, msh gk berhenti,benar2 saraf bani MBG",True,lmcwEO9Lqe8
@views9835,2026-03-27T01:17:31Z,0,BUDAK SOROS UDH DAPET MAKAN LAGI NIH 50 MILYAR UDH CAIR😂😂 BUAT JADI PROVOKATOR,True,lmcwEO9Lqe8
@AwaludinUdin-m7u,2026-03-27T01:17:22Z,0,Jhon soros 😂😂😂,True,lmcwEO9Lqe8
@nonom77,2026-03-27T01:15:33Z,0,MBG maling berkedok gizi,True,lmcwEO9Lqe8
@HermanSupriyadi-o2i,2026-03-27T01:14:51Z,0,Korupsi gaya Baru seolah bermanfaat...nyaty Bocill namun menyenangkan hati pendukung  Wowo Wiwi...,True,lmcwEO9Lqe8
@PoMade-p8o,2026-03-27T01:14:47Z,0,"Semoga tidak berlanjut lagi nanti ""proyek"" MBG saat presiden baru berikutnya menjabat.. aamiin... aamiin.. aamiin.. Ya Allah aamiin...",True,lmcwEO9Lqe8
@flyingcat9681,2026-03-27T01:14:01Z,0,"MBG sebenarnya sangat baik dalam teori. Tetapi dalam praktek apalagi Indonesia you know lah, mau rakyat dan pejabat pasti ada ada saja oknum yang pengen dapat untung lebih (maksud gua. Itu aja dikasi 3000 per porsi aja udah banyak loh, kalian yayasan bisa balik modal 1-2 tahun) entah mungkin untuk flexing nantinya (kebanyakan korupsi untuk gaya hidup sih). 

Bisa tidak 2 aja dulu yang diperhatikan pengawasan biaya operasional & pengurangan uang untuk yayasan dari 3000 > 1500 / porsi. Atleast mereka bakal tetap balik modal dalam 2/3 tahun. Oknum ini sebenarnya kebelet jadi firaun kali butuh disembah2 karena kaya",True,lmcwEO9Lqe8
@views9835,2026-03-27T01:13:53Z,0,MEDIA BAYARAN SOROS MULAI HABIS LEBARAN UANG HABIS KLO BANYAK POSTING LUMAYAN PARA BABU BISA DAPET BONUS,True,lmcwEO9Lqe8
@views9835,2026-03-27T01:13:19Z,0,"MEDIA SOROS GUYS BUAT GAGALIN PROGRAM PEMERINTAH, SUPAUA UANG BUAT MBG JATUH KE PADA KORUPTOR",True,lmcwEO9Lqe8
@views9835,2026-03-27T01:12:43Z,0,"AYO MEDIA BAYARAN SOROS, SEKALI POSTING BABU KALIAN DAPET 10 RB 😂😂 SEMANGAT",True,lmcwEO9Lqe8
@TKi86WakanDA,2026-03-27T01:12:15Z,0,Mbg paling kotor di asia,True,lmcwEO9Lqe8
@herm8320,2026-03-27T01:12:01Z,0,"Kalao gue No Comment, yg bahas berita ini siapa tau juga orangnya pemerintah. Lum ada jawaban atau ide atau saran soal ini. Tar salah ngomong susah am siong apa apa tak perlu kerja. Kalao gak ada Modal Usaha siapa yang kasikan kita, susah payah bangun modal kerja dengan usaha diri sendiri, tar salah ngomong susah, ngomong bener pun malah di plesetin.",True,lmcwEO9Lqe8
@views9835,2026-03-27T01:11:33Z,0,"BAYARAN SOROS NIH MEDIA SELALU HINA PEMERINTAH UDH JAUH DARI VIDIO TENTANG INVESTASI, 50 MILYAR",True,lmcwEO9Lqe8
@republickebabkembangan,2026-03-27T01:11:25Z,0,Jogetin aja cuk!,True,lmcwEO9Lqe8
@views9835,2026-03-27T01:10:49Z,0,"MEDIA BAYARAN SOROS WOI DAPET 50 MILYAR PER MEDIA SUPAYA HINA PEMERINTAH, PAK PRABOWO TANGKEP NIH",True,lmcwEO9Lqe8
@views9835,2026-03-27T01:10:08Z,0,"NGOMONGIN UANG DAPET DUIT DARI SOROS WOI, SEMUA VIDIO MENGHINA PEMERINTAH TERUS ANJAY UANG SOROS MENGENYANGKAN",True,lmcwEO9Lqe8
@AntoyangAnto,2026-03-27T01:04:01Z,0,Ini program korupsi brutal jangka panjang yg dia pertahankan......,True,lmcwEO9Lqe8
@ariwijaya4770,2026-03-27T00:57:18Z,0,"Jadi t*i semua,
Harusnya ibu hamil dan menyusui yg diperhatikan. Bukan anak SD SMP SMA.",True,lmcwEO9Lqe8
@bagong7703,2026-03-27T00:55:35Z,0,"MBG hapuskan, mending pendidikan gratis",True,lmcwEO9Lqe8
@AwanMilan,2026-03-27T00:49:21Z,0,kebijakan pemerintah beban rakyat,True,lmcwEO9Lqe8
@kurniawan5680,2026-03-27T00:48:25Z,0,"Sbnarnya program mbg sangat brmanfaat kalau tepat sasaran, (org miskin, fakir, anak yatim), dan cukup di kelola dg sumber daya yg sdh ada seprti dinas sosial. Lah ini anak org mampu d kasi makan gratis, blm lg indikasi korupsinya, Pemborosan anggaran yg luar biasa!",True,lmcwEO9Lqe8
@NgomonginUang,2026-03-27T08:16:16Z,1,"Setuju di poin “tepat sasaran”
Karena program kayak gini impact-nya bakal jauh beda kalau benar-benar fokus ke yang butuh.
Mungkin PR besarnya di sini: gimana memastikan targeting-nya akurat dan distribusinya nggak “flat” ke semua tanpa prioritas
Karena kalau semua dapat, justru efek ke yang paling butuh bisa jadi kurang maksimal.",True,lmcwEO9Lqe8
@AsepSetiawan-s4q,2026-03-27T00:34:37Z,0,Program lawak,True,lmcwEO9Lqe8
@CahyaSaputra-c7t,2026-03-27T00:30:27Z,0,Mbg menambah hutang untuk meracuni anak sekolah,True,lmcwEO9Lqe8
@pipaupipauchannel9162,2026-03-27T00:29:57Z,0,Yg sejahtera dari mbg itu para pemilik sppg yg notabene itu orang2 parpol penguasa,True,lmcwEO9Lqe8
@CahyaSaputra-c7t,2026-03-27T00:27:29Z,0,Mbg hanya menambah utang,True,lmcwEO9Lqe8
@Nikataraaaa,2026-03-27T00:26:08Z,0,Gizinya dimana???? Yg ada permainan penguasa,True,lmcwEO9Lqe8
@arbiantowibowo9556,2026-03-27T00:13:56Z,0,"Efek MBG juga bikin orang tua beban karena apa contoh : semula saya beli daging ayam sebelum asanya MBG 30rb/kg skrg ada MbG 40rb/kg, dan komoditas lainnya bawang merah dll....",True,lmcwEO9Lqe8
@otripplay2091,2026-03-27T00:07:45Z,0,58% tidak faham.,True,lmcwEO9Lqe8
@ppramadhan-d3m,2026-03-27T00:03:53Z,0,MBG untuk jalan sukses prabowo di thun politik 2029,True,lmcwEO9Lqe8
@Black-ut9gi,2026-03-26T23:59:51Z,0,Alhamdulillah sekarang gizi siswa siswi Republik Indonesia udah terjaga.. Pemerintah kita mmg hebat,True,lmcwEO9Lqe8
@AsepSopyan-d3v,2026-03-27T04:29:24Z,0,"Taiiiii,saya yakin anda org yg mendapatkan keuntungan dari penderitaan rakyat,cepet tobat sebelum azal menjemputmu",True,lmcwEO9Lqe8
@hardihandayani7176,2026-03-26T23:59:20Z,0,"Sebenarnya niat President sangat mulia,tapi pelaksanaan dilapangan sangat perlu dikoreksi..! Yang tampak bagus,hanya yang disorot TV saja tapi yang GAK DISOROT TV, tanyakan ke warga medsos..! Kalau program MBG perlu dilanjutakan, alangkah lebih baiknya,anggaran per porsi  untuk 1 bulan/siswa, DITRANFERKAN LANGSUNG saja ke ibu2 murid  ke  rekening bank masing2  setiap bulan, untuk MENGHINDARI KERACUNAN dan KORUPSI..! Biarlah pihak bank yang mencatat data ke tiap2 sekolahan untuk menghindari pungli, dan tiap2 murid diwajibkan bawa copy KTP ibu mereka masing2..! Dapat DIPASTI AKAN LEBIH BAIK,dan setiap hari murid diwajibkan bawa bekal nasi..!",True,lmcwEO9Lqe8
@wiwiksetyawati5448,2026-03-26T23:58:51Z,0,"MBG,... Merusak, atau bikin rusak aspek2 lain. Cuma keuntungan politik Gank Prabowo. 
Budaya sarapan dg asupan gizi bagus musnah,.. ekonomi masyarakat. bawa pontang panting. panting,",True,lmcwEO9Lqe8
@Hen_die,2026-03-26T23:57:36Z,0,Itu tulisan miliar di baca triliun,True,lmcwEO9Lqe8
@PrimaRivano,2026-03-26T23:49:13Z,0,Kata Pak Dharma itu program elite gembel dlm rangka food control..,True,lmcwEO9Lqe8
@ekasupriyanto7017,2026-03-26T23:47:24Z,0,"Jepang China berasil India Australia sudah menerapkan program MBG karena merupakan program bagus untuk meningkatkan gizi anak ibu hamil, dalam Islam memberi makan orang adalah pahala yang sangat baik. Program MBG juga bermanfaat untuk perputaran ekonomi rantai pasok dari petani peternak sampai UMKM dan menciptakan lapangan kerja",True,lmcwEO9Lqe8
@AmRikky,2026-03-26T23:43:17Z,1,"0:36 sangat berdampak min, harga telur saja di daerahku setelah ada MBG jadi mahal dan langka, harga sekarang sekitar 65-70rb sebelum ada MBG sekitar 35-40rb paling mahal 45rb",True,lmcwEO9Lqe8
@CINGBU_NGACIL,2026-04-04T07:10:29Z,1,daerah mana bang mahal kali 😮,True,lmcwEO9Lqe8
@agustinsuwand637,2026-03-26T23:42:04Z,0,yang bekerja di sppg orang 2 tertentu,True,lmcwEO9Lqe8
@agustinsuwand637,2026-03-26T23:40:44Z,0,"MBG hentikan,blum tentu mrmjamin orang cerdas tergantung anaknya",True,lmcwEO9Lqe8
@agustinsuwand637,2026-03-26T23:39:16Z,0,MBG untuk bisnis berselubung bagi orang 2 tertentu,True,lmcwEO9Lqe8
@sayasukakeju1697,2026-03-26T23:38:39Z,0,"Mbg sangat di harapkan siswa, selain itu juga membuka lapangan kerja, selain itu mengangkat peternak, petani. Apakah dulu ada program yg memikirkan kalangan bawah😊😊😊❤❤❤",True,lmcwEO9Lqe8
@agustinsuwand637,2026-03-26T23:37:58Z,0,MBG gak bermamfaat pemborosan itu juga uang darirakyat,True,lmcwEO9Lqe8
@muhammadnurhalim5664,2026-03-26T23:31:54Z,0,"Sudah sangat mengkhawatirkan program mbg ini, sampai chanel sekelas Ngomongin Uang membahasnya",True,lmcwEO9Lqe8
@NgomonginUang,2026-03-27T05:34:12Z,0,"Wanti wanti aja, waspada ketidakpastian global makin tinggi kan 🍵",True,lmcwEO9Lqe8
@arifmartoyo,2026-03-26T23:31:53Z,0,PROGRAMNYA ORANG2 BEBAL....NGGA MIKIR PENDIDIKAN....YG PENTING RAKYAT HARUS DIRACUN DG MBG....😢,True,lmcwEO9Lqe8
@sritotopurnomo4566,2026-03-26T23:03:48Z,0,"MBG mubazir pembodohan itu yg dipakai uang rakyat bukan uang turun dari gunung ...celah korupsi tinggi ( alihkan buat kesehatan dan pendidikan gratis ,)",True,lmcwEO9Lqe8
@Fend14sooo,2026-03-26T22:49:03Z,0,"Pantesan oh pantesan dalam beberapa bulan ini harga kebutuhan pokok naik semua dan duit saya 40 juta belum ada 3 bulan udah habis dan harus cari sana sini buat kebutuhan hidup rumah tangga saya, padahal pengeluaran biasa2 aja Lo dari sebelum sebelumnya, saya sampai mikir ulang apa ya pengeluaran begitu tinggi ini,,, ternyata efek dari mbg juga",True,lmcwEO9Lqe8
@Ahmadun999,2026-03-26T22:46:16Z,0,Terlalu memaksakan program yang menjadi janji politik saat akan mencalonkan presiden....karena kalau tidak dilaksanakan janji program tersebut takut dihujat seluruh Indonesia...jadi ini bukan murni karena kebutuhan masyarakat tapi murni kebutuhan pribadi,True,lmcwEO9Lqe8
@Mahrus-w2l,2026-03-26T22:44:47Z,1,"MBG SGT bermanfaat bagi anak2 kita terutama di luar Jawa, dn bermanfaat bagi sebagian masarakat yg andil kerja di dapur MBG, lagi menambah berputarnya roda ekonomi indonesia yg asalnya TDK laku sperti buah sayur telur dn lain sebagainya",True,lmcwEO9Lqe8
@Theodoremifasolasido,2026-03-26T22:26:13Z,0,awas AIR KERAS di siram muka,True,lmcwEO9Lqe8
