author,published_at,like_count,text,public,video_id
@ciris4181,2026-03-30T23:22:11Z,0,"Banyak rakyat yang tidak butuh MBG, tetapi pekerja yang ngotot harus MBG?. Korupsi tersistematis",True,lmcwEO9Lqe8
@PupuSupriyatman,2026-03-30T20:17:54Z,0,Program MBG.buat orang kaya bukan orang miskin oy. Berapa ratus triliun ini proyek musafir meninggal jaman nya jokowi dulu ada bantuan langsung dari buat MBG.mendinggan buat kesehatan sama pendidikan dan perumahan.,True,lmcwEO9Lqe8
@temancerita4572,2026-03-30T19:32:26Z,0,Pak Mbg gak merata sekolah anaku juga ga dapat sekolah lain pada dapat saya dari kota Blitar pak 😢,True,lmcwEO9Lqe8
@JalaludinRumi-j6n,2026-03-30T18:26:28Z,0,"Progam kalau tidak ada riset nya ya amburadul. 
Indonesia memiliki presiden yang salah.",True,lmcwEO9Lqe8
@Mr.Zee27,2026-03-30T18:21:01Z,0,"Pak Presiden : MBG untuk mengatasi stunting, lebih baik dana utk makan anak daripada di korupsi

Saya : Daripada Dana ratusan triliun perhari dikorupsi mending tak kasih Asupan bergizi untuk semua ibu Hamil kalangan menengah ke bawah full sampai lahir. Jika Dana tersebut masih sisa akan ku buat pengadaan fasilitas, program pendidikan sekolah rakyat yang visioner, modern disertai program karakter dan agama yang kuat.

Itulah jalan menuju cita"" SDM bangsa unggul tanpa doyan korupsi",True,lmcwEO9Lqe8
@loinggrit8702,2026-03-30T16:48:26Z,0,"Program MBG kacau alias amburadul.👋
Kualitas makanannya parah.😊
STOP MBG!🙏
Cuma buang2 duit APBN.🤑",True,lmcwEO9Lqe8
@MNasir-w8p,2026-03-30T16:46:20Z,0,Ini rasio aja ! Siapa yg dkt dgn lemari itulah yg mdpt mamfaat nya !,True,lmcwEO9Lqe8
@juliekenatipuoktamamatjuliecha,2026-03-30T15:51:02Z,0,rakyat indonesia banyak yang miskin,True,lmcwEO9Lqe8
@juliekenatipuoktamamatjuliecha,2026-03-30T15:50:12Z,0,mbg bagus kok demi allah tapi lebih bagus kuliah gratis  juga ada,True,lmcwEO9Lqe8
@ilukanwar2553,2026-03-30T15:20:27Z,0,Untuk anak saya,True,lmcwEO9Lqe8
@tenjobertani3347,2026-03-30T14:13:50Z,0,MBG ITU PROGRAM KORUPSI PENDUKUNGNYA WOWO-JOKOWI; GANTI REJIM WAJIB DITANGKAP &ADILI -HUKUM BERAT,True,lmcwEO9Lqe8
@ongkekandarjo,2026-03-30T14:09:23Z,0,Mana ada korupsi kalau ada pasti ditangkap,True,lmcwEO9Lqe8
@ttt.217,2026-03-30T13:48:30Z,0,"Sama aja kayak APBN dibagikan rutin tiap bulan buat para pemilik dapur sppg beserta 1,65 karyawan MBG. Produk dari program MBG yang seharusnya jadi fokus malah cuma formalitas seadanya aja",True,lmcwEO9Lqe8
@ttt.217,2026-03-30T13:46:17Z,0,"Faktanya gara-gara ada MBG harga bahan pangan pokok jadi naik karena permintaan dipasar juga naik, masyarakat kalangan menengah kebawah yang paling merasakan dampak negatif adanya program MBG",True,lmcwEO9Lqe8
@herymansusilo900,2026-03-30T13:25:32Z,0,Bisnis golongan tertentu..,True,lmcwEO9Lqe8
@sofiarival4656,2026-03-30T13:24:59Z,1,Triliun rupiah berakhir di septitank,True,lmcwEO9Lqe8
@mr.combat774,2026-03-30T12:52:12Z,0,MBG yang jelas nggak ada manfaat sama sekali buat rakyat ini program biadap bikinan jokowi cuma menguntungkan para maling dan bajingan dan merugikan negara 300 triliun tiap tahun kenapa nggak di bubarkan apakakh pemerintah dan presiden nya benar benar sudah gila kok malah bangga mroduksi Maling Bergizi  dungguh menjijikan kelakuan para pejabat dan penguasa yang mendzalimi rakyat,True,lmcwEO9Lqe8
@ahlanbick3418,2026-03-30T12:40:04Z,0,Ini program tidak NGOTAK!,True,lmcwEO9Lqe8
@rafelbokur11,2026-03-30T12:17:51Z,0,Kasihan ya masyarakat harus terbebani utang negara karena kebijakan pemimpin,True,lmcwEO9Lqe8
@rafelbokur11,2026-03-30T12:08:57Z,0,"Bagaimana masyarakat tau soal buka nya MBG, sedangkan pada saat ini saya sekolah tidak ada mbg yang di salurkan, padahal minggu lalu sempat di liburkan 5 hari, negara hemat beberapa T, bayangkan 1 hari mereka untung  tanpa mengasih timbal balik ke siswa",True,lmcwEO9Lqe8
@RAFFI._.EXEBOY,2026-03-30T11:40:09Z,0,"Wooo kamu itu aadar gk, yg mejadikan kamu prwsiden itu rakyat, tp kenapa kamu tuli dngan keluhan rkyat?",True,lmcwEO9Lqe8
@SitiAzhar12-tv2hr,2026-03-30T11:13:46Z,0,Hapus aja PK Prabowo,True,lmcwEO9Lqe8
@AyundaAfareen,2026-03-30T11:10:22Z,0,Presiden hrs turun tangkap pelaku yg korupsi progam bgs TPI d korup BKN otak manusia,True,lmcwEO9Lqe8
@fernandaauzriel5707,2026-03-30T10:33:29Z,1,"Gua lebih ridho duit pajak gua buat bangun infrastruktur, kaya pas jaman pria solo, ada trans-jawa, mrt, lrt, bendungan, belum pemerataan harga bbm di seluruh negeri, mangkanya gua rajin bayar pajak, tapi semenjak jaman ini, ada MBG, yang menurut gua itu jelas² itu proyek bagi² hasil ke pendukungnya dan mencari pendukung baru untuk pilpres 2029, karena sejatinya rakyat itu lebih suka di kasih makan yang ijo ijo dibandingkan dengan dikasih makan infrastruktur😂😂",True,lmcwEO9Lqe8
@muhammadafriansyah9700,2026-03-30T08:38:57Z,0,"Batasi MBG hanya untuk Daerah 3T saja (Tertinggal, Terdepan dan Terluar) maka otomatis uang APBN bisa dihemat banyak tidak sampai 300 Triliun lebih...",True,lmcwEO9Lqe8
@ibumasri7085,2026-03-30T08:34:11Z,1,"Biar negara bangkrut yg penting program tetap jalan,tidak usah peduli rakyat",True,lmcwEO9Lqe8
@agisadi2806,2026-03-30T08:10:17Z,0,MBG UNTUK PARA ELIT !!..,True,lmcwEO9Lqe8
@saifulilmi6302,2026-03-30T07:14:30Z,0,"jangan dilupakan bahwa MBG itu sistem nya semua modal awal di tanggung mitra dengan arti memang untuk beberapa orang mampu untuk menerima syarat itu, bukan berarti hanya orang yang memiliki relasi. jadi mohon di revisi untuk pernyataan nya. kalau untuk masalah permintaan berapa kuota nah itu saya baru setuju, karena rata rata memang menggunakan relasi. kok bisa? ya tergantung sudut pandang, kalau relasi nya antar sekolah ya sebagai asas kepercayaan kualitas, tapi kalau di luar itu ya asas bagi bagi hasil.",True,lmcwEO9Lqe8
@saifulilmi6302,2026-03-30T07:20:59Z,0,"trus tambahan, untuk masalah independensi pangan memang adalah salah satu tujuan akhir pemerintah. kalau mau swasembada memang hal tersebut harus di  kontrol oleh negara (kontrol yang baik).",True,lmcwEO9Lqe8
@saifulilmi6302,2026-03-30T07:29:38Z,0,"trus tambahan lagi, untuk masalah memotong anggaran pendidikan, beberapa hari lalu ada informasi dari pemerintah pusat bahwa itu sama sekali tidak benar. jika dari statement tersebut benar maka memang tidak ada pemotongan namun pemerintaah memiliki anggaran besar yang tersimpan dan secara tiba tiba di gunakan untuk MBG. dan dalam program ini memang berkaitan dengan pendidikan menurut pemerintah pusat. dengan arti MBG dan Pendidikan Adalah kesatuan namun fokus utama nya berbeda.",True,lmcwEO9Lqe8
@sulanisulani-k1n,2026-03-30T06:31:42Z,0,Ngomu juga dapet dana asing kah ?,True,lmcwEO9Lqe8
@bentolalala,2026-03-30T05:49:34Z,0,"Sebagus apapun program pemerintah tetap akan berakhir buruk, sebab yg menjalankan programnya kebanyakan bajingan yang hanya ganti warna..",True,lmcwEO9Lqe8
@Sabarulloh-v4j,2026-03-30T05:34:58Z,0,"Presiden ganpunya program kerja sm sekali , hanya MBG, itu juga proyek titipan Jokowi, Presiden Slalu dpt menerima laporan palsu, tdk sm dgn kejadian di lapangan dri dapur ke dapur, presiden Slalu di zbohongin terus dlm laporan kepsla BGN
kly presiden di Bohongin Terus sm Bawahan itu nm nya pembofohan pelecehan penghinaan terhdp presiden,
MEGA PROYEK SENGAJA DI BENTUK HANYANUTK AJANG KORUPSI,
MBG LADANG KORUPSI YG HRS DI BUBARKAN DI STOP",True,lmcwEO9Lqe8
@saiduntrojan,2026-03-30T05:32:41Z,0,"Sebenarnya MBG seharusnya cukup hanya untuk bumil hingga balita agar cukup pemenuhan gizi  untuk pencegahan stunting, untuk sd hingga sma di stop dialihkan untuk kebutuhan pendidikan seperti fasilitas sekolah dan kelayakan guru² non pns",True,lmcwEO9Lqe8
@alhamdulillah-i6j,2026-03-30T04:22:09Z,0,"PEMERINTAHAN BUSUK !
ANTI KRITIK !
JABATAN TAK SESUAI DGN KEMAPUAN DAN OTAK YANG MINIMUM !
BEBEREPA KALI NYALON GAGAL, SEKALINYA JADI PRESIDEN MALAH TAMBAG GAGAL😂",True,lmcwEO9Lqe8
@androidxplaystation4006,2026-03-30T04:13:20Z,0,"Saya bukan mengajak berprasangka buruk, tpi kita sbg masyarakat sipil melihat program negara jgn terlalu polos😅",True,lmcwEO9Lqe8
@androidxplaystation4006,2026-03-30T04:13:04Z,0,"Saya bukan mengajak berprasangka buruk, tpi kita sbg masyarakat sipil melihat program negara jgn terlalu polos😅",True,lmcwEO9Lqe8
@tryanbillalbillal4887,2026-03-30T03:52:26Z,0,"Jelas2 ini program salah gak bermutu dan gak jelas ,,   yg bisa menyetop ini cuma rakyat , ketika rakyat sudah bersuara dan tidak di dengar2 , pasti ada harinya rakyat akan turun karna udah muak dengan kebodohan ini",True,lmcwEO9Lqe8
@basitprabu7324,2026-03-30T03:20:19Z,0,Next nya ada KDMP yg akan nyuplai ke SPPG bisinis nya Muter di kingkungan nya sendiri 😂,True,lmcwEO9Lqe8
@rioalvian1331,2026-03-30T02:58:04Z,0,Lebih tepatnya program maling,True,lmcwEO9Lqe8
@dismaadisurya,2026-03-30T02:53:44Z,1,"Menurut gw bukan skala prioritas, tapi masalah teknis yang harus matang sehingga distribusi bisa sesuai tujuan awal.

Lanjutkan MBG",True,lmcwEO9Lqe8
@andiemwl1992,2026-03-30T01:53:20Z,0,"DPR kerja santai santai gaji gila gila'an, Konoha konoha, kesejahteraan rakyat hanya omon omon",True,lmcwEO9Lqe8
@sitimisyati8677,2026-03-30T01:52:35Z,0,Penguasa uzhur brkata MBG itu inpestasi .... 😂😂,True,lmcwEO9Lqe8
@aguszandra12,2026-03-30T01:33:07Z,0,Kan. Tr. Lanjut. Ke. Enakan. Koropsi. Br. Jamaah... Koplak,True,lmcwEO9Lqe8
@telorajaib5662,2026-03-30T01:13:10Z,0,"Sebenarnya sedari awal sudah keluar jalur dari tujuan. Tujuan presiden nengatakan untuk menghindari stunting, sedangkan mbg malah diberikan untuk seluruh kalangan bukan yang sedang benar-benar membutuhkan",True,lmcwEO9Lqe8
@caturgunawan87,2026-03-30T01:10:14Z,0,"kalo mau tau mbg bermanfaat atau cuma bisnis ya liat aja tu kepala BGN, mukanya aja ijo",True,lmcwEO9Lqe8
@akasachannel2784,2026-03-30T00:48:23Z,0,"Mbg gak ada manfaat buat negara ,, dan rakyat bnyak yg nyari duit.. hanya ngabisin uang negara tanpa keuntungan.. kayak lo punya perusahaan tapi keuntunganya hanya buat makan.. gak ada timbal balik buat perusaan",True,lmcwEO9Lqe8
@GensyDorwell-m3s,2026-03-30T00:35:53Z,0,"Dan gara2 program ini investor pada kabur, harga pokok melambung, kita pedagang kecil sangat terdampak, paling parahnya anggarannya di korupsi dapur2 di daerah, parah",True,lmcwEO9Lqe8
@Riskun-z9q,2026-03-30T00:30:53Z,0,Mbg asuuuu,True,lmcwEO9Lqe8
@alvionitalee1307,2026-03-30T00:26:18Z,0,program goblok berjamaah. krn lum siap tp d paksakan,True,lmcwEO9Lqe8
@hendrapermana355,2026-03-30T00:25:17Z,0,Dari awal gua g se7 dengn adanya MBG krna cuma menmbh ruang korupsi baru buat orang2 nakal.....fkta yg sampai keurid2 cuma 6ribu rupiah mau brgizi gmnaaa uang 6ribu rupiah....dh gtu pemerinth mrsa jd phlawan ngasih mkn sehari skli aj...emak gua dari orok ngasih gua mkn sehari3kli kg bgtu2 amt suaranya.,True,lmcwEO9Lqe8
@Soegale,2026-03-30T00:21:27Z,0,"MBG adalah proyek yang sangat-sangat dipaksakan oleh penguasa karena terlanjur menjadi janji kampanye pilpres kemarin. Apa pun akan dikorbankan demi proyek ambisius presiden. Kendati fakta di lapangan program MBG ini sama sekali tidak berfaedah dan cenderung menjadi lahan korupsi besar-besaran.
Aksi menghambur-hamburkan uang rakyat ini sangat merugikan APBN dan sangat banyak kerugian yang diakibatkan oleh program abal-abal ini.
Rezim ini terlalu bobrok !",True,lmcwEO9Lqe8
@dhizfamilycamp,2026-03-29T23:52:08Z,0,Menyala Presidenku ❤❤❤,True,lmcwEO9Lqe8
@morisnaga9847,2026-03-29T22:57:34Z,1,"Anak ga minta,, dianggap smua miskin.. akhirnya 2030 makanan dikontrol bill gates,,,hrus mau makan daging sintetis",True,lmcwEO9Lqe8
@rasyiidahayu4504,2026-03-29T22:55:11Z,0,"ki looo nii looo presiden tua klo di beri  ingatan yaa jawab nya mbg ada uang itu uang siapaaa 
giiilaaa 
gono kuwii kok wani nya  akan mendamaikan itan as wong dianya prabowo ikutan as  yaa ndak mungkin tooo",True,lmcwEO9Lqe8
@valentinoaldriansidabutar6191,2026-03-29T20:14:03Z,0,"3:31 
Pemerintah Presiden Prabowo Subianto resmi menaikkan Harga Pembelian Pemerintah (HPP) gabah kering panen (GKP) tingkat petani menjadi Rp6.500 per kilogram, berlaku efektif mulai 15 Januari 2025. Kebijakan ini bertujuan melindungi pendapatan petani agar tidak merugi, meningkatkan kesejahteraan, dan memperkuat kedaulatan pangan nasional.",True,lmcwEO9Lqe8
@HenryBakry,2026-03-29T19:29:24Z,0,cukup satu periode,True,lmcwEO9Lqe8
@gunturdwipurwanto2087,2026-03-29T19:20:35Z,0,"Jangan sampai kita memberi makan anak-anak hari ini, tapi mengorbankan kualitas universitas atau laboratorium tempat mereka akan bekerja di masa depan. Anggaran harus tetap menjamin porsi besar untuk R&D (Research & Development) agar kita tidak hanya menjadi pasar, tapi menjadi produsen teknologi.",True,lmcwEO9Lqe8
@ChuriatiRochma-cy4vy,2026-03-29T18:12:32Z,0,Semoga para penghiat semua rezim segera mendapat balasan serimpal azab yg mengenaskan kasian selueu.ekyat hidup sengsara,True,lmcwEO9Lqe8
@Popor.,2026-03-29T17:59:37Z,0,Mantaaap MBG harus dilanjutkan menampung pekerjaan dan mengurangi stunting gizi anak tanpa banyak teori,True,lmcwEO9Lqe8
@up.vlog76,2026-03-29T16:52:04Z,0,"HATI HATI  INI YG PUNYA CHANEL KALAU KELUAR RUMAH BUNGKUS MUKA PAKE KRESEK MBG
NANTI ADA YG NYIRAM AIR MANI LAGI DI JALAN,",True,lmcwEO9Lqe8
@yosuwalenon,2026-03-29T15:53:00Z,0,"Coba 30 tahun yg lalu sudah ada MBG, nga kebayang skrng seperti apa. Dulu sarapan iya kalo ada. Kalo ada itu pun nasi campur air garam, makan singkong, makan pisang rebus. Blm tentu siang bisa makan. Bersyukur buat ank2 skrng dikasih makan gratis sama pemerintah.",True,lmcwEO9Lqe8
@AlifahFaturahmah,2026-03-29T15:23:34Z,0,Yg kocaknye mknan kaya gitu katanye bisa ningkatkan IQ jd 100...😂😂😂eh dh  jln 1 thn iq jeblok di bawah 75...berhentilah bodohin rakyat... Cari usaha jgn yg nyatut nyatutlah... Haram... 😂😂😂,True,lmcwEO9Lqe8
@IrfanFanta,2026-03-29T15:04:55Z,0,"Stunting gizi itu Muali Dari pembentukan janin jika, orang tua atau induk nya kurang, gizi kompleks seperti protein karbohidrat sehat buah buahan dan sayur dalam waktu 1,000 hari dari pembentukan janin hingga usia 2 tahun, sudah di pastikan anak itu stunting, jadi MBG hanyalah investasi, dari makanan lalu di keluarkan jadi tinja di WC ,",True,lmcwEO9Lqe8
@asfarayyan4749,2026-03-29T14:59:24Z,0,Rusak..Rusak..,True,lmcwEO9Lqe8
@rozzasakeshi2612,2026-03-29T14:46:36Z,0,Lebih baik uang nya kasih orang gc punya Yg tidak mampu pakkk,True,lmcwEO9Lqe8
@SariYati-m5k,2026-03-29T14:35:24Z,0,"MBG itu teknik presiden bagi bagi fulus kepada timsenya ,dan partai politik pendukungnya,Dana gila gilaan,tapi harga menunya yg didapat siswa hanya 6000 rupiah,tapi dana yg dikeluarkan pemerintah 15000 rupiah ,apalagi dapur MBG dapat intensif 6juta/hari setiap dapur mbg,",True,lmcwEO9Lqe8
@YopiTumanan-g9y,2026-03-29T14:24:45Z,0,"Dgn akal sehat berpikir,TDK ada sama sekali manfaatnya mbg,justru ada benarnya yg dikatakan ketua BEM UGM,bahwa cari dan buat pilpres periode ke 2 dgn dibungkus omon2 manis,miris liatnya proyek ini,padahal UUD: mencerdaskan kehidupan bangsa justru dana pendidikan yg dipangkas,sengaja agar SDM negara kita TDK maju2 seperti jaman kolonial agar rakyat mudah dibodoh2in dlm proyek 5thnan dgn disiram bansos & uang tunai(pilpres,pilkada),",True,lmcwEO9Lqe8
@TheFaizu99,2026-03-29T14:03:56Z,0,Untuk circlenya lah 😅,True,lmcwEO9Lqe8
@kumanmangat,2026-03-29T13:48:56Z,0,"Di negara maju warganya disuruh diet, di negara miskin warganya disuruh makan",True,lmcwEO9Lqe8
@ArwanaEmas-l2i,2026-03-29T13:21:30Z,0,MBG di persiapkan untuk 2029 oleh sebab itu di thn tersebut harus kita menangkan lg agar MBG tetap berjalan 😂😂,True,lmcwEO9Lqe8
@hasan0185,2026-03-29T12:38:30Z,0,"MBG itu bukan lagi di sebut program tapi proyek, ditempat saya sendiri SPPG itu di kelola polisi ini saja jelas sudah melenceng dari tugas kepolisian",True,lmcwEO9Lqe8
@bornlies423,2026-03-29T12:37:59Z,0,"MBG tidak ada manfaat bagi rakyat, buang2 anggarab",True,lmcwEO9Lqe8
@malaikaadreena2813,2026-03-29T12:19:24Z,0,mbg maling bersama gurih 😂😂😂,True,lmcwEO9Lqe8
@GunawanPutra-z8l,2026-03-29T12:18:53Z,0,"Kalau mertuanya soeharto masih hidup pasti kena semprot dibilang goblok, itu program jadi tai",True,lmcwEO9Lqe8
@kebanaransejati2758,2026-03-29T12:17:23Z,0,"BPK presiden Prabowo sudah menjelaskan MBG bukan program sosial, tapi investasi emas 2045, lihat 2046 generasi indonesia pasti luar biasa pintar,hebat cerdas sehat. Kalian2 pengkritik buta pikir..BPK Prabowo preseden terbaik sepanjang masa,patriotik rela berkorban",True,lmcwEO9Lqe8
@herdisutanto8567,2026-03-29T11:54:10Z,0,"Yaa betul memperbaiki Ekonomi elit, pejabat dan penguasa.
Rakyat tetap miskin dan sengsara.
Ini menurut keyakinan saya, bila salah mohon maaf yooo🙏🙏🙏🙏🌴",True,lmcwEO9Lqe8
@baharuddinuddin6663,2026-03-29T11:50:18Z,0,"Tolong hentikan g mbg ,",True,lmcwEO9Lqe8
@dapudmuraik,2026-03-29T10:38:42Z,0,mbg=makanan (ga) bergizi (ga) gratis,True,lmcwEO9Lqe8
@Nasrun-p9v,2026-03-29T10:36:37Z,0,Pemimpin muka tembok mau gurus dunia  internasional  wow begok gurus  MBG saja sudah  tidak jelas dasar pemimpin muka tembok 😅😂😂,True,lmcwEO9Lqe8
@Muhammad-zm4cl,2026-03-29T10:36:31Z,0,Tuk korop !!!!,True,lmcwEO9Lqe8
@RavaMutaharex,2026-03-29T10:33:38Z,0,https://www.youtube.com/@RavaMutaharex,True,lmcwEO9Lqe8
@rikoregar5518,2026-03-29T09:53:06Z,0,"Target 82juta orang, kali sepuluh ribu aja dalam sehari(porsi makan) 820M, wah nggak kebayang duit segitu setahun udh gimna nasib kantong negara ini? Sementara hanya jadi taik masuk wc.
Masalah bahan baku, juga import pastinya, negara ini kacau sekali, negara yg katanya subur tapi bahan makanan aja import.
Belum lagi nggak tepat sasaran buat yang di kasih makan. Nilai paling pentingnya di akhir, nggak ada manfaat program ini buat jangka panjang karena merusak buat anggaran lain yang lebih urgent. Tantangannya berani nggak pemerintah ambil anggaran dari hasil sawit di negara ini, baik swata atau pemerintah, karena udh lah sawit itu yg menikmati segelintir orang saja, tapi yang tanggung dampaknya masyarakat secara luas, Bahkan ekosistem hutan dan hewan pun ikut kena ruginya.",True,lmcwEO9Lqe8
@mochsolikhin-h9k,2026-03-29T09:48:48Z,0,"bingung dengan pola pikir pemerintah, udh tau program ini bikin kantong negara bangkrut tp tetep aj bersikukuh dipertahankan, sudah tidak sejalan dengan aspirasi masyarakat.",True,lmcwEO9Lqe8
@elanazam8101,2026-03-29T09:41:44Z,0,Ganti presiden boleh saja.... Asal jangan ANIS karna dia tuh otaknya ga beres bakalan ancur negara kalo di pimpin sama anis,True,lmcwEO9Lqe8
@RadarMuslim-w6j,2026-03-29T09:10:18Z,1,"Assalamualaikum Warahmatullahi Wabarakatuh.
BMG adalah LAHAN TERBUKA UNTUK PELAKU KORUPSI.
Mohon membacanya pelan - pelan saja, agar Tidak Gagal Faham. Terimkasih.

1. MBG memang sangat bagus. Akan tetapi BELUM PAS diterapkan apabila Negara Indonesia belum menetapkan Peraturan Hukum yaitu Hukuman Mati Buat Para Pelaku Koruptor.
2. Presiden RI Bapak Prabowo Subiaro, harus memikirkan kembali bahwa, MBG lebih banyak dinikmati oleh Anak Sekolah / anak orang kaya, dibandingkan anak sekolah yang miskin. Perbandingannya sangat jelas jika Presiden RI mau meninjau langsung disemua sekolah - sekolah yang ada di Indonesia, bukan hanya sekedar melihat beberapa sekolah dan menerima laporan dari Kepala Badan Gizi Nasional (BGN) yang tidak sesuai fakta dilapangan.
3. MBG adalah Program untuk sebuah kesempatan besar bagi pelaku korupsi / Lahan Korupsi.
4. MBG menjatuhkan ekonomi rakyat kecil yang sedang mencari nafkah disekitar area sekolah.
5. Perbandingan anak orang kaya dan anak orang miskin yang ada disekolah adalah, 60% Anak orang kaya, dan 40% Anak orang miskin.
6. Dana MBG diambil dari pemotongan Anggran Pemerintah diseluruh indonesia sebesar 50%.
7. Dana MBG diambil dari pemotongan Anggran Pemerintah diseluruh indonesia sebesar 50%., belum cukup, sehingga pemerintah kabupaten kota dan provinsi memotong Dana Tambahan Penghasilan Pegawai ( TPP ) sebasar 40%, 45%, 48%, sampai 60% disetiap daerah. Bahkan ada beberapa daerah yang menghapus Dana Tambahan Penghasilan Pegawainya.

ARTINYA : Dana MBG bukan berasal dari Dana / Uang Pemerintah Pusat.

Itulah sebabnya mengapa PNS, TNI, dan POLRI sangat meraskan dampak dari pemotongan anggaran kegiatan dan Tambahan Penghasilan Pegawai ( TPP ) semenjak Pak Prabowo menjadi Presiden RI. Ditambah lagi, harga - harga kebutuhan pokok dipasar naik secara drastis, dan iuran pembayaran listrik ikut naik secara drastis, pada hal sampai saat ini gaji PNS, TNI, dan POLRI belun naik. Tidak naiknya PNS, TNI, dan POLRI, tentunya berdapak ke masyarakat ekonomi kebawah.
#APA YANG MAU DIBELANJAKAN DIPASAR KALAU GAJI BELUM NAIK.
#LEBIH BESAR PASAK DARI PADA TIANG.

ERA KEPEMIMPINAN PAK SOEHARTO SEBAGAI PRESIDEN RI.
1. Pembangunan maju setiap tahunnya, pebangunan jalan masuk desa secara bertahap, dan listrik masuk desa.
2. Ekonomi Petani dan Nelayan dirasakan sangat baik waktu itu.
3. Jarang kita dapati jalanan diperkotaan berlubang, atau rusak parah, dan tidak pernah kita dapati jalanan berlubang ditambal pakai papin blok dijaman Pak Soeharto.

APA RAHASIANYA ??

1. Pak Soeharto sadar bahwa, cara efektif meningkatkan ekonomi masyarakat miskin adalah dengan mensejahterakan PNS, TNI, dan POLRI. Karena tidak mungkin, dan sangat mustahil apabila Presiden RI dan Pemerintah lainnya, turun langsung keseluruh indonesia untuk membagi - bagikan uang ke masyarakat miskin. Dengan kata lain, TIDAK EFEKTIF.

2. Pak Soerharto sadar bahwa, Mensejahterakan PNS, TNI, dan POLRI, indonesia tidak akan menambah utang negara, karena uang yang diperoleh oleh PNS, TNI, dan POLRI akan berputar terus menerus ke masyarakat kebawah ( Petani, nelayan, pengusaha swasta, pedagang dipasar, dll ), dan ujung - ujungnya uang tersebut kembali ke negara dengan membayar pajak, membayar iuran listrik, iuran sekolah, dll.

3. Pak Soerharto sadar bahwa, Mensejahterakan PNS, TNI, dan POLRI, tentunya akan ikut mensejahterakan para petani, karena harga jual semakin lancar, bahkan beras indonesia sangat diminati oleh negara - negara lain. Ekspor beras pada masa pemerintahan Presiden Soeharto, khususnya setelah Mencapai Swasembada Pangan pada tahun 1984, tergolong sukses dan lancar, bahkan Indonesia sempat diakui oleh Organisasi Pangan Dunia (FAO).

BERIKUT ADALAH POIN - POIN PENTING MENGENAI SITUASI EKSPOR BERAS DI ERA PAK SOEHARTO SEBAGAI PRESIDEN RI KE 2 :

1. Pencapaian Swasembada (1984) : Setelah bertahun-tahun mengandalkan impor, Indonesia berhasil membalikkan keadaan dengan mencapai swasembada beras pada tahun 1984.

2. Penghargaan FAO : Atas keberhasilan ini, Presiden Soeharto diundang oleh Direktur Jenderal FAO, Edward Saouma, pada 14 November 1985 di Roma, Italia, untuk memaparkan keberhasilan tersebut.

3. Bantuan ke Afrika : Indonesia tidak hanya mengekspor beras secara komersial, tetapi juga menunjukkan keunggulannya dengan menyerahkan bantuan 100.000 ton padi kepada korban kelaparan di Afrika pada tahun 1985.

4. Cadangan Beras Tinggi: Pada puncak pemerintahannya, cadangan beras di gudang pemerintah pernah mencapai 2 juta ton. 

Namun, perlu dicatat bahwa, Keberhasilan ini dicapai melalui Intensifikasi dan Ekstensifikasi Pertanian secara besar-besaran (Revolusi Hijau) yang didukung penuh oleh Teknologi dan Kebijakan Pemerintah. Meskipun sempat Swasembada, dalam Catatan Sejarah, impor beras tetap dilakukan pada waktu - waktu tertentu untuk Menjaga Stok dan Menstabilkan Harga.

PERTANYAAN SAYA :
1. Apakah Kepemimpinan Pak Prabowo sebagai Presiden RI dapat membawa Negara Indonesia ini menjadi Indonesia Emas ???
2. Apakah dengan mengandalkan MBG dapat meningkatkan Ekonomi Rakyat Kecil diseluruh Indonenesia ???
JAWABAN SAYA adalah : Semua itu hanya Politik dan Kita semua disuruh bermimpi disiang bolong sampai kita mati.
3. Lalu, apakah rakyat menengah kebawah masih berdiam diri dan mempertahankan sosok pemimpin seperti ini ???
4. Bagaimana Dengan Jawaban Anda ???

Demikian penjelasan dari saya, semoga bermanfaat bagi pembacanya. Kelebihan datangnya dari Allah SWT, dan kekurangnya dari diri saya sendiri.

Wassalamualaikum Warahmatullahi Wabarakatuh.",True,lmcwEO9Lqe8
@amiryono4903,2026-03-29T08:45:33Z,0,Buat apa gunanya MBG hanya uang dimakan habis. Ini produk gagal. Buat untuk turunkan pajak saja sangat membantu rakyat. Atau untuk bebaskan pajak. Jangan pejabat dan anggota DPR saja yg bebas pajak. MBG sampai 300 trilyunan??? ini pembodohan rakyat.,True,lmcwEO9Lqe8
@caffelatte5713,2026-03-29T08:36:11Z,0,Takut banget disiram min,True,lmcwEO9Lqe8
@DoniYusuf-d6y,2026-03-29T08:31:23Z,0,"Anak anak orang kaya orang tua punya mobil Mala dapat MBG , kenapa gak kasih anak orang miskin, kalau sekolah Nusantara, sekolah Garuda saya sangat setuju itu untuk anak anak kalangan  bawah",True,lmcwEO9Lqe8
@trhmn_raf,2026-03-29T08:09:51Z,1,"dari awal kampanye, saya sudah kontra dgn program mbg ini. 
program ambisius yg berasal dari janji politik. ada baiknya dana pendidikan di peruntukan tuk Infrastruktur pendidikan yg merata terlebih dahulu.",True,lmcwEO9Lqe8
@NurHj-e5y,2026-03-29T07:31:43Z,1,"Itu saya belajar dari orang Jepang cara mengawetkan nasi tetapi masih bagus untuk di makan,,,, 😊",True,lmcwEO9Lqe8
